,MP-ID,Comp Flatness score,Flat/not-flat,Flat segments
36644,mp-761239,0.85557956,TRUE,"[1, 3, 4]"
36645,mp-761240,0.855567,TRUE,"[2, 3]"
36646,mp-761241,0.9320141,TRUE,"[3, 4]"
36647,mp-761242,0.88876164,TRUE,"[3, 4]"
36648,mp-761243,0.9643482,TRUE,"[3, 4]"
36649,mp-761244,0.91554147,TRUE,"[3, 4]"
36650,mp-761246,0.9143894,TRUE,[4]
36651,mp-761250,0.7935465,TRUE,[4]
36652,mp-761251,0.89742744,TRUE,[4]
36653,mp-761252,0.91867465,TRUE,[3]
36654,mp-761253,0.86267287,TRUE,"[3, 4]"
36655,mp-761254,0.974513,TRUE,"[1, 2, 3, 4]"
36656,mp-761255,0.8646517,TRUE,"[3, 4]"
36657,mp-761257,0.96036136,TRUE,"[3, 4]"
36658,mp-761260,0.34775433,FALSE,[]
36659,mp-761263,0.3698083,FALSE,[]
36660,mp-761265,0.9231702,TRUE,"[3, 4]"
36661,mp-761266,0.97924554,TRUE,"[2, 4]"
36662,mp-761267,0.88107896,TRUE,[3]
36663,mp-761268,0.84546906,TRUE,[4]
36664,mp-761269,0.75937825,TRUE,[3]
36665,mp-761270,0.7809462,TRUE,[4]
36666,mp-761271,0.76516587,TRUE,[3]
