Index,MP ID,Chemical Formula,Anonymous Formula,FB Sublattice,N FBs,Sites per Unit Cell,Sites in FB Sublattice,d_NN,"d_NN,max",d_NNN,"NN,max/NN","NNN/NN,max",NNN/NN,N Elements,Spacegroup,Spacegroup Number,E per Atom,Bandgap,ICSD Reference,FB Lattice Dimensionality,FB Lattice IDs,Systre Key,Systre Spacegroup,RCSR Name,Flat with decay,Flat with no decay,FB Lattice with chi=1.02 and no decay,FB Lattice with chi=1.05 and no decay,FB Lattice with chi=1.1 and no decay,FB Lattice with chi=1.2 and no decay,FB Lattice with chi=1.4 and no decay,FB Lattice with chi=1.02 and decay,FB Lattice with chi=1.05 and decay,FB Lattice with chi=1.1 and decay,FB Lattice with chi=1.2 and decay,FB Lattice with chi=1.4 and decay
2568,mp-755272,Li3V5O8,A3B5C8,Li,1,16,3,3.03638,3.03638,5.25834,1,1.73177928981221,1.73177928981221,3,['R-3m'],166,-2.36510658875,0.7822,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2569,mp-755272,Li3V5O8,A3B5C8,V,1,16,5,3.03602,3.03638,4.29384,1.00011857629396,1.4141313010888,1.41429898353766,3,['R-3m'],166,-2.36510658875,0.7822,-1,[3],['SK-188'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 2 5 -1 1 0 2 5 0 0 0 3 4 0 0 0 3 4 1 -1 0 3 5 -1 0 0 3 5 0 0 1 4 5 -1 0 0 4 5 -1 1 1'],['R-3m'],['None'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2589,mp-1104200,Tb(CoGe)6,AB6C6,Co,2,13,6,2.54945,2.54945,3.92477,1,1.5394575300555,1.5394575300555,3,['P6/mmm'],191,-0.343406998461538,0,623625,"[2, 2]","['SK-1', 'SK-1']","['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0', '2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0']","['p6mm', 'p6mm']","['kgm', 'kgm']",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2590,mp-761087,NaTiO2,ABC2,Ti,2,16,4,3.1174,3.1174,5.3995,1,1.73205235131841,1.73205235131841,3,['Fd-3m'],227,-2.75303138309626,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2591,mp-761087,NaTiO2,ABC2,Na,2,16,4,3.1174,3.1174,5.3995,1,1.73205235131841,1.73205235131841,3,['Fd-3m'],227,-2.75303138309626,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2596,mp-753695,Li2Fe3NiO8,AB2C3D8,Fe,1,14,3,2.82114,2.84198,4.87427,1.00738708465372,1.71509651721687,1.72776608037885,4,['C2/m'],12,-1.41151614333333,0,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2602,mp-765706,Li2VFeO4,ABC2D4,Li,2,16,4,2.92503,2.96951,5.08804,1.01520668164087,1.71342746783139,1.73948301384943,4,['C2/m'],12,-2.18491830645833,0.9488,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2621,mp-849273,LiCoO2,ABC2,Li,2,16,4,2.89402,2.90743,5.01991,1.00463369292541,1.72657983167265,1.73458027242383,3,['Fd-3m'],227,-1.71967341458333,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2622,mp-849273,LiCoO2,ABC2,Co,2,16,4,2.89402,2.90743,5.01991,1.00463369292541,1.72657983167265,1.73458027242383,3,['Fd-3m'],227,-1.71967341458333,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2652,mp-1238827,Cr2AgS4,AB2C4,Cr,2,14,4,3.60049,3.60049,6.23624,1,1.73205313721188,1.73205313721188,3,['Fd-3m'],227,-0.835448174166667,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2663,mp-1080382,ErInPt4,ABC4,Pt,2,6,4,2.69142,2.70662,4.67485,1.00564757637232,1.72719110920632,1.73694555290516,3,['F-43m'],216,-0.785505230000001,0,630697,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2665,mp-1246817,Mg2MnCr3S8,AB2C3D8,Cr,1,14,3,3.62519,3.62746,6.25977,1.00062617407639,1.725662033489,1.72674259831899,4,['R-3m'],166,-1.14562509878079,0,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2667,mp-11808,ScNi4Sn,ABC4,Ni,2,6,4,2.43819,2.44038,4.22497,1.00089820727671,1.73127545710094,1.7328305013145,3,['F-43m'],216,-0.412187683333334,0,105340,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2680,mp-1246941,VCr3O8,AB3C8,Cr,1,12,3,2.94836,2.99977,5.01594,1.01743681232957,1.67210819496161,1.70126443175189,3,['C2/m'],12,-2.01498392666667,0.3102,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2685,mp-1095503,As4INO6,ABC4D6,O,2,12,6,2.68629,2.68629,3.73509,1,1.39042694571323,1.39042694571323,4,['P6/mmm'],191,-0.836428655,0,16891,"[2, 2]","['SK-1', 'SK-1']","['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0', '2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0']","['p6mm', 'p6mm']","['kgm', 'kgm']",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2686,mp-1103938,Sc(FeSn)6,AB6C6,Fe,2,13,6,2.6893,2.6893,4.37638,1,1.62733053210873,1.62733053210873,3,['P6/mmm'],191,-0.0988033065384614,0,633457,"[2, 2]","['SK-1', 'SK-1']","['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0', '2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0']","['p6mm', 'p6mm']","['kgm', 'kgm']",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2694,mp-21049,GdMg2,AB2,Mg,2,6,4,3.00994,3.00994,5.21337,1,1.73205113723197,1.73205113723197,2,['Fd-3m'],227,-0.0883390099999997,0,104067,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2698,mp-1219091,SmDyFe4,ABC4,Fe,2,6,4,2.58566,2.59019,4.48242,1.00175197048336,1.73053714206294,1.73356899205619,3,['F-43m'],216,-0.0249483875000003,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2719,mp-1104381,Ni(RhS2)2,AB2C4,Rh,2,14,4,3.44204,3.44204,5.96179,1,1.73205134164623,1.73205134164623,3,['Fd-3m'],227,-0.7384233975,0,646317,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2724,mp-1224554,GdUAl4,ABC4,Al,2,6,4,2.75913,2.78134,4.7982,1.00804963883543,1.72513968087325,1.73902643224495,3,['F-43m'],216,-0.258178595,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2732,mp-753489,Zn(CoO2)2,AB2C4,Co,2,14,4,2.9839,2.9839,5.16827,1,1.73205201246691,1.73205201246691,3,['Fd-3m'],227,-1.41783166428572,1.8675,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2736,mp-5178,V2CuS4,AB2C4,V,2,14,4,3.49045,3.49045,6.04563,1,1.7320488762194,1.7320488762194,3,['Fd-3m'],227,-1.04333334107143,0,190441,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2739,mp-756592,Li3Fe4CoO8,AB3C4D8,Li,1,16,3,2.99653,3.01414,5.1968,1.00587679749577,1.72414021910064,1.73427264202261,4,['C2/m'],12,-1.7806705646875,0,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2755,mp-764098,Li2Ni3TeO8,AB2C3D8,Ni,1,14,3,2.95389,2.95416,5.11625,1.00009140489321,1.73187978985566,1.7320380921429,4,['R-3m'],166,-1.52910039976191,0,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2758,mp-1105082,Tb(CrGe)6,AB6C6,Cr,2,13,6,2.55796,2.5583,4.15524,1.00013291841937,1.62421920806786,1.6244350967177,3,['P6/mmm'],191,-0.19097756076923,0,658019,"[2, 2]","['SK-1', 'SK-1']","['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0', '2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0']","['p6mm', 'p6mm']","['kgm', 'kgm']",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2761,mp-548,NbCr2,AB2,Cr,2,6,4,2.45971,2.45971,4.26034,1,1.73204971317757,1.73204971317757,2,['Fd-3m'],227,-0.0294673799999998,0,626378,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2780,mp-1025065,LaMn2Ni3,AB2C3,Ni,1,6,3,2.59713,2.59713,3.99697,1,1.53899496752184,1.53899496752184,3,['P6/mmm'],191,-0.161230818477011,0,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2835,mp-546936,Co(RhO2)2,AB2C4,Rh,2,14,4,3.05096,3.05134,5.28473,1.00012455096101,1.73193744387712,1.73215315835016,3,['Fd-3m'],227,-1.16794594214286,0.8142,109301,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2837,mp-1495,ErIr2,AB2,Ir,2,6,4,2.67117,2.67117,4.6266,1,1.73205000056155,1.73205000056155,2,['Fd-3m'],227,-0.842439636666667,0,630707,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2859,mp-1217691,Tb3DyAl8,AB3C8,Al,4,12,8,2.78383,2.78924,4.82392,1.00194336579461,1.72947469561601,1.73283569758211,3,['R3m'],160,-0.529627331666667,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2860,mp-1217691,Tb3DyAl8,AB3C8,Tb,1,12,3,3.41141,3.41518,5.57115,1.00110511489384,1.63129029802236,1.63309306122688,3,['R3m'],160,-0.529627331666667,0,-1,[2],['SK-7'],['2 1 2 0 0 1 2 0 1 1 2 1 0 2 3 0 0'],['p3m1'],['None'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2866,mp-11533,ZrZnNi4,ABC4,Ni,2,6,4,2.38143,2.41198,4.15125,1.01282842661762,1.72109636066634,1.743175319031,3,['F-43m'],216,-0.41361802,0,105477,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2867,mp-773925,Li4V3NiO8,AB3C4D8,V,1,16,3,2.96927,2.97987,5.14905,1.00356990101944,1.72794450764631,1.73411309850569,4,['C2/m'],12,-2.26721391958333,0,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2879,mp-752570,Li3FeCo3O8,AB3C3D8,Li,1,15,3,2.90893,2.93687,5.0546,1.00960490627138,1.72108401120921,1.73761486182205,4,['C2/m'],12,-1.641677827,0.0979999999999999,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2880,mp-752570,Li3FeCo3O8,AB3C3D8,Co,1,15,3,2.90893,2.93687,5.0546,1.00960490627138,1.72108401120921,1.73761486182205,4,['C2/m'],12,-1.641677827,0.0979999999999999,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2884,mvc-11612,Mn2ZnO4,AB2C4,Mn,2,14,4,3.03921,3.03921,5.26406,1,1.73204878899451,1.73204878899451,3,['Fd-3m'],227,-1.90435824869458,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2918,mp-1225315,Dy2AlCo3,AB2C3,Co,1,6,3,2.67383,2.67383,4.16123,1,1.55628069099382,1.55628069099382,3,['R-3m'],166,-0.3088973425,0,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2925,mp-2250,ZrNi2,AB2,Ni,2,6,4,2.46366,2.46366,4.26719,1,1.73205312421357,1.73205312421357,2,['Fd-3m'],227,-0.411984966666668,0,105481,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2927,mp-1072255,ScNi4Au,ABC4,Ni,2,6,4,2.40819,2.41722,4.17893,1.00374970413464,1.72881657441193,1.73529912506904,3,['F-43m'],216,-0.400643887500001,0,612227,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2954,mp-1094005,Zn(IrO2)2,AB2C4,Ir,2,14,4,3.09337,3.09337,5.35787,1,1.73204951234414,1.73204951234414,3,['Fd-3m'],227,-1.06227015214286,0.6074,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2970,mvc-10947,Al(FeO2)2,AB2C4,Fe,2,14,4,2.94404,2.98518,5.09923,1.01397399491855,1.70818175118418,1.73205187429519,3,['R-3m'],166,-1.73585457428571,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2971,mp-1096547,Co2NiO4,AB2C4,Co,2,14,4,2.85894,2.90386,4.95182,1.01571211707836,1.705254385542,1.73204754209602,3,['Fd-3m'],227,-1.046943135,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2975,mp-1224067,HfZrW4,ABC4,W,2,6,4,2.70537,2.70607,4.68644,1.00025874464491,1.73182511908413,1.73227321955962,3,['F-43m'],216,-0.158950606666667,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2986,mp-1222443,Li4ZnCd3,AB3C4,Cd,1,8,3,2.90644,2.932,4.5284,1.00879426377286,1.54447476125512,1.55805727969612,3,['R3m'],160,-0.233861162916667,0,-1,[2],['SK-7'],['2 1 2 0 0 1 2 0 1 1 2 1 0 2 3 0 0'],['p3m1'],['None'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2988,mp-1085,UOs2,AB2,Os,2,6,4,2.65891,2.65891,4.60537,1,1.73205185583566,1.73205185583566,2,['Fd-3m'],227,-0.0896786683333346,0,647848,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2989,mp-1226721,CeFeNi4,ABC4,Ni,1,6,4,2.47447,2.483,4.06167,1.00344720283536,1.63579138139348,1.64143028608146,3,['P-6m2'],187,-0.176744340833333,0,-1,[3],['SK-56'],['3 1 2 0 0 0 1 2 1 0 0 1 3 0 0 0 1 3 1 0 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 0 2 3 0 0 1 2 4 0 0 0 2 4 0 1 0 3 4 0 0 0 3 4 0 1 -1'],['P-6m2'],['hms-e'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3010,mvc-5984,Mg(AgO2)2,AB2C4,Ag,2,14,4,3.15776,3.1695,5.46261,1.00371782529388,1.72349266445812,1.72990030907985,3,['I4_1/a'],88,-1.03925269476191,0.4832,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
