Index,MP ID,Chemical Formula,Anonymous Formula,FB Sublattice,N FBs,Sites per Unit Cell,Sites in FB Sublattice,d_NN,"d_NN,max",d_NNN,"NN,max/NN","NNN/NN,max",NNN/NN,N Elements,Spacegroup,Spacegroup Number,E per Atom,Bandgap,ICSD Reference,FB Lattice Dimensionality,FB Lattice IDs,Systre Key,Systre Spacegroup,RCSR Name,Flat with decay,Flat with no decay,FB Lattice with chi=1.02 and no decay,FB Lattice with chi=1.05 and no decay,FB Lattice with chi=1.1 and no decay,FB Lattice with chi=1.2 and no decay,FB Lattice with chi=1.4 and no decay,FB Lattice with chi=1.02 and decay,FB Lattice with chi=1.05 and decay,FB Lattice with chi=1.1 and decay,FB Lattice with chi=1.2 and decay,FB Lattice with chi=1.4 and decay
587,mp-756926,Li4Ni3BiO8,AB3C4D8,Ni,1,16,3,3.03313,3.03313,5.23222,1,1.72502332573942,1.72502332573942,4,['R-3m'],166,-1.61263484645833,0,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
602,mp-754258,Li4Fe3NiO8,AB3C4D8,Fe,1,16,3,3.18336,3.21793,4.4841,1.01085959489345,1.39347344410848,1.40860600120627,4,['P1'],1,-1.75520914020833,1.0734,-1,[2],['SK-4'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0'],['p4mm'],['None'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
606,mp-3433,YMgNi4,ABC4,Ni,2,6,4,2.45199,2.48435,4.27503,1.01319744370899,1.72078410851933,1.74349405992684,3,['F-43m'],216,-0.388784251111111,0,191556,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
619,mp-1227788,Ca2(TlPb)3,A2B3C3,Pb,1,8,3,3.49772,3.49772,4.89693,1,1.4000348798646,1.4000348798646,3,['Pmmm'],47,-0.29083908125,0,-1,[1],['LI-1'],['NN_COLLISION'],['None'],['None'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
621,mp-25273,LiMo3O8,AB3C8,Mo,1,12,3,3.06137,3.11866,5.22109,1.01871384380196,1.67414530599681,1.70547499975501,3,['R3m'],160,-1.85219443861111,0,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
628,mp-1104097,Ti(CoGe)6,AB6C6,Co,2,13,6,2.50816,2.50816,3.8517,1,1.53566758101557,1.53566758101557,3,['P6/mmm'],191,-0.293715626410256,0,623631,"[2, 2]","['SK-1', 'SK-1']","['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0', '2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0']","['p6mm', 'p6mm']","['kgm', 'kgm']",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
643,mp-1105051,Dy(MnSn)6,AB6C6,Mn,2,13,6,2.72823,2.72823,4.48886,1,1.6453378197586,1.6453378197586,3,['P6/mmm'],191,-0.139173371352786,0,629947,"[2, 2]","['SK-1', 'SK-1']","['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0', '2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0']","['p6mm', 'p6mm']","['kgm', 'kgm']",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
648,mp-755011,Li3Cr2(FeO4)2,A2B2C3D8,Li,1,15,3,2.98178,2.98552,5.14679,1.00125428435364,1.72391744151773,1.72607972419159,4,['C2/m'],12,-2.06227003333333,0.6462,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
654,mp-1232313,BaCoO2,ABC2,O,2,8,4,3.05748,3.05748,5.2957,1,1.73204730693251,1.73204730693251,3,['Fd-3m'],227,-1.35678985625,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
658,mp-1215224,ZrNbFe4,ABC4,Fe,2,6,4,2.44964,2.46253,4.25407,1.00526199768129,1.72752007082147,1.73661027742852,3,['F-43m'],216,-0.187775793333334,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
683,mp-1216210,Y(AlCu)6,AB6C6,Cu,2,13,6,2.52445,2.54377,3.91776,1.00765315217176,1.54013924214847,1.55192616213433,3,['Immm'],71,-0.361441492051282,0,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
696,mp-28226,MnCr2O4,AB2C4,Cr,2,14,4,3.03343,3.04294,5.25297,1.0031350649265,1.72628116229699,1.73169316582219,3,['Fd-3m'],227,-2.337050971133,2.2026,167425,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
699,mp-1224606,GdLuAl4,ABC4,Al,2,6,4,2.767,2.76871,4.79406,1.00061799783159,1.73151395415193,1.73258402602096,3,['F-43m'],216,-0.499361571666666,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
743,mp-9385,RbAu3Se2,AB2C3,Au,1,6,3,3.14489,3.14489,5.4471,1,1.73204786176941,1.73204786176941,3,['P-3m1'],164,-0.60876846703125,1.831,82541,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
745,mp-1104953,Sc(CoGe)6,AB6C6,Co,2,13,6,2.52187,2.52187,3.88949,1,1.54230392526181,1.54230392526181,3,['P6/mmm'],191,-0.358621548076923,0,623590,"[2, 2]","['SK-1', 'SK-1']","['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0', '2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0']","['p6mm', 'p6mm']","['kgm', 'kgm']",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
747,mp-1216123,Y2Al3Fe,AB2C3,Al,1,6,3,2.74864,2.74864,4.66519,1,1.69727210547762,1.69727210547762,3,['R-3m'],166,-0.409070790555554,0,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
750,mp-1219717,PrYMg4,ABC4,Mg,2,6,4,3.054,3.05499,5.29055,1.00032416502947,1.73177326276027,1.73233464309103,3,['F-43m'],216,-0.0939843936111107,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
769,mp-1220403,Nd2Ga5Cu3,A2B3C5,Ga,3,10,5,2.49663,2.53181,3.87995,1.0140909946608,1.53248071537754,1.5540748929557,3,['P-4m2'],115,-0.47264306275,0,-1,[2],['SK-118'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 4 0 0 3 5 0 0'],['p4mm'],['None'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
831,mp-1218345,SrCaAl4,ABC4,Al,2,6,4,2.87748,2.88635,4.99163,1.00308255834967,1.72939179240217,1.73472274351168,3,['F-43m'],216,-0.281735944444444,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
842,mp-1177691,Li3Cr5O8,A3B5C8,Li,1,16,3,3.01547,3.01547,5.19465,1,1.7226667816294,1.7226667816294,3,['R-3m'],166,-2.1849943325,0,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
843,mp-1177691,Li3Cr5O8,A3B5C8,Cr,1,16,5,3.00322,3.01547,4.25587,1.00407895525469,1.41134549506379,1.41710231018707,3,['R-3m'],166,-2.1849943325,0,-1,[3],['SK-188'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 2 5 -1 1 0 2 5 0 0 0 3 4 0 0 0 3 4 1 -1 0 3 5 -1 0 0 3 5 0 0 1 4 5 -1 0 0 4 5 -1 1 1'],['R-3m'],['None'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
856,mp-755212,Li3Co2(NiO4)2,A2B2C3D8,Li,1,15,3,2.87726,2.89119,4.93203,1.00484141162078,1.70588235294118,1.71414123158839,4,['C2/m'],12,-1.43914717333333,0,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
861,mp-1225391,Fe3Co3Ge2,A2B3C3,Co,1,8,3,2.52218,2.54546,3.8598,1.00923011046,1.51634675068553,1.53034279869002,3,['R3m'],160,-0.0391226743750002,0,-1,[2],['SK-7'],['2 1 2 0 0 1 2 0 1 1 2 1 0 2 3 0 0'],['p3m1'],['None'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
866,mp-1245451,Nb2ZnN4,AB2C4,Nb,2,14,4,3.11749,3.11959,5.39844,1.0006736188408,1.73049663577586,1.73166233091365,3,['Fd-3m'],227,-0.765788367142858,0.0017999999999998,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
871,mp-763922,Li2FeCo3O8,AB2C3D8,Co,1,14,3,2.88479,2.90979,5.01107,1.0086661420762,1.7221414603803,1.73706578295127,4,['C2/m'],12,-1.47318911797619,0.1896,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
874,mp-1224046,Ho(AlCu)6,AB6C6,Cu,2,13,6,2.52323,2.5473,3.87117,1.00953936026442,1.51971499234484,1.53421210115606,3,['Immm'],71,-0.349919726923077,0,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
883,mp-1225612,DyFeNi4,ABC4,Ni,1,6,4,2.42514,2.47045,3.93103,1.01868345744988,1.59122022303629,1.62094971836677,3,['P-6m2'],187,-0.253959543333334,0,-1,[3],['SK-56'],['3 1 2 0 0 0 1 2 1 0 0 1 3 0 0 0 1 3 1 0 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 0 2 3 0 0 1 2 4 0 0 0 2 4 0 1 0 3 4 0 0 0 3 4 0 1 -1'],['P-6m2'],['hms-e'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
896,mp-1697,TbPt2,AB2,Pt,2,6,4,2.72513,2.72513,4.72006,1,1.73204948020828,1.73204948020828,2,['Fd-3m'],227,-1.097245885,0,649743,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
903,mp-1094002,Zn(GaS2)2,AB2C4,Ga,2,14,4,3.61041,3.61041,6.25341,1,1.73204982259633,1.73204982259633,3,['Fd-3m'],227,-0.899384875357143,1.559,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
913,mp-771072,Li3V3FeO8,AB3C3D8,Li,1,15,3,2.92572,2.97381,5.04444,1.01643697961527,1.6962885994734,1.72417046060457,4,['C2/m'],12,-2.292857678,0.7705,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
914,mp-771072,Li3V3FeO8,AB3C3D8,V,1,15,3,2.92547,2.97406,5.04421,1.01660929696767,1.69606867379945,1.72423918208014,4,['C2/m'],12,-2.292857678,0.7705,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
926,mp-12752,Zr4Al3,A3B4,Al,1,7,3,2.7279,2.7279,4.72486,1,1.73205029509879,1.73205029509879,2,['P6/mmm'],191,-0.460248157142857,0,150529,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
932,mp-1224992,FeCo(NiS2)4,ABC4D8,Ni,2,14,4,3.31103,3.31898,5.74176,1.00240106552946,1.72997728217705,1.73413107099603,4,['F-43m'],216,-0.661947875,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
952,mp-757424,LiMn3NiO8,ABC3D8,Mn,1,13,3,2.88613,2.90869,4.98584,1.00781669571364,1.71411872698706,1.72751747149297,4,['C2/m'],12,-1.69535421362511,0.118,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
997,mp-1212093,HoFe6(Sn2Ge)2,AB2C4D6,Fe,2,13,6,2.64777,2.64777,4.04147,1,1.52636747149488,1.52636747149488,4,['P6/mmm'],191,-0.187834620000001,0,-1,"[2, 2]","['SK-1', 'SK-1']","['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0', '2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0']","['p6mm', 'p6mm']","['kgm', 'kgm']",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1012,mp-31212,K2MgF4,AB2C4,F,1,7,4,2.85332,2.86265,3.86946,1.00326987509287,1.35170558748013,1.35612549591353,3,['I4/mmm'],139,-3.37946529085714,6.4537,33519,[2],['LI-6'],['NN_COLLISION'],['None'],['None'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
1015,mp-1219998,Pr2(CoCu)5,A2B5C5,Cu,1,12,5,2.53106,2.55901,4.05639,1.01104280420061,1.58514034724366,1.60264474172876,3,['Pmmm'],47,-0.00825430708333386,0,-1,[1],['LI-18'],['NN_COLLISION'],['None'],['None'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1017,mp-1103553,Tm(GaFe)6,AB6C6,Fe,2,13,6,2.5009,2.5042,4.15215,1.00131952497101,1.65807443494929,1.66026230557,3,['Immm'],71,-0.323414090897436,0,631836,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1038,mp-1207011,ScInNi4,ABC4,Ni,2,6,4,2.43553,2.44725,4.22861,1.00481209428749,1.72790274798243,1.73621757892533,3,['F-43m'],216,-0.408699949166666,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1047,mp-1247043,Mg(AlS2)2,AB2C4,Al,2,14,4,3.61985,3.62046,6.26978,1.00016851526997,1.73176336708595,1.73205519565728,3,['Fd-3m'],227,-1.46158749535714,2.5721,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1054,mp-756610,Li3Mg(NiO2)4,AB3C4D8,Li,1,16,3,2.93531,2.93531,5.08109,1,1.73102329907233,1.73102329907233,4,['R-3m'],166,-1.647683275625,0,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1089,mp-1104779,Mg(NiGe)6,AB6C6,Ni,2,13,6,2.5498,2.55055,3.90612,1.00029414071692,1.53148144517849,1.53193191622872,3,['P6/mmm'],191,-0.264635407692307,0,636950,"[2, 2]","['SK-1', 'SK-1']","['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0', '2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0']","['p6mm', 'p6mm']","['kgm', 'kgm']",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1092,mp-1247158,Mg2CrCo3S8,AB2C3D8,Co,1,14,3,3.50508,3.51126,6.04101,1.00176315519189,1.72046786623605,1.72350131808689,4,['R-3m'],166,-0.967594929285714,0.594799999999999,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1109,mp-548805,Co2GeO4,AB2C4,Co,2,14,4,2.9427,2.99008,5.06927,1.01610085975465,1.69536266588185,1.72265946239848,3,['Imma'],74,-1.66293096571429,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1119,mvc-6014,CaTi2O4,AB2C4,Ti,2,14,4,3.14112,3.14112,5.44058,1,1.73205098818256,1.73205098818256,3,['Fd-3m'],227,-3.26260387738095,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1133,mp-752679,CaGd2O4,AB2C4,Gd,2,14,4,3.46116,3.46116,5.9949,1,1.7320493707312,1.7320493707312,3,['Fd-3m'],227,-3.67143559,3.3635,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1150,mp-1024987,HoCu4Ag,ABC4,Cu,2,6,4,2.50537,2.54215,4.37132,1.01468046635826,1.71953661270971,1.7447802121044,3,['F-43m'],216,-0.241350726111111,0,605023,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1176,mp-1215391,ZrMn6(GaSn2)2,AB2C4D6,Mn,2,13,6,2.67978,2.67992,4.29861,1.00005224309458,1.60400683602496,1.6040906343058,4,['P6/mmm'],191,-0.114824098660478,0,-1,"[2, 2]","['SK-1', 'SK-1']","['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0', '2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0']","['p6mm', 'p6mm']","['kgm', 'kgm']",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1177,mp-1104277,Ho3Ga8Ir3,A3B3C8,Ir,1,14,3,2.98105,2.98105,4.19434,1,1.40700088894853,1.40700088894853,3,['Immm'],71,-0.654489210714287,0,634379,[1],['LI-1'],['NN_COLLISION'],['None'],['None'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1217,mp-1297665,Al2NiO4,AB2C4,Al,2,14,4,2.87594,2.92785,4.96399,1.01804975069021,1.6954386324436,1.72604087706976,3,['I4_1md'],109,-2.77967781428571,3.5985,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
