mp-ID,Formula,SynthNN_score
mp-1186095,Na3Ti,0.000506457
mp-1186130,NpAg3,0.011995003
mp-1186139,NaEu2Tl,0.028477779
mp-1186144,NaEuHg2,0.09647983
mp-1186155,NaCeHg2,0.018522667
mp-1186156,Np3Hg,0.001149498
mp-1186157,NaEuAu2,0.057181362
mp-1186159,NpAg3,0.011995003
mp-1186163,Np3As,0.009541628
mp-1186164,NaCe3,0.001099529
mp-1186166,NaGdHg2,0.005419228
mp-1186168,NaGdTl2,0.003433439
mp-1186172,NaEu3,0.005672
mp-1186182,Np3Cd,0.002070054
mp-1186195,NaNp3,0.000778344
mp-1186221,Np2O3,0.08855346
mp-1186251,Nd2Co3Ge5,0.71362257
mp-1186277,Nd3FeO6,0.966127
mp-1186278,Nd3Eu,0.001246147
mp-1186284,Nd3Pa,0.001423011
mp-1186310,NdEuAg2,0.006664027
mp-1186311,NdEuHg2,0.326118
mp-1186312,NdNpO3,0.0969999
mp-1186321,NpSbPd2,0.16967992
mp-1186343,NdGdHg2,0.19360442
mp-1186346,NpSnO3,0.019930359
mp-1186347,Ni3Rh,0.014536113
mp-1186348,NdGd3,0.006508495
mp-1186349,NpSiO3,0.001475947
mp-1186355,NpSe3,0.22233263
mp-1186370,Ni3Se,0.004870056
mp-1186372,Pa2BiTe,0.002347209
mp-1186378,NdGdIr2,0.045780174
mp-1186380,Pa3Cd,0.00662938
mp-1186384,Pa2Rh2O5,0.004745493
mp-1186385,Pa3Hg,0.002179354
mp-1186386,NdPu3,0.027327288
mp-1186391,NpTe3,0.081291184
mp-1186393,NpSc3,0.047128726
mp-1186394,PaBiAu2,0.07636264
mp-1186396,PaGaPt2,0.40892676
mp-1186401,PaSiO3,0.017513437
mp-1186403,PaTaO3,0.062939525
mp-1186409,PaSb3,0.07302527
mp-1186410,NpPt3,0.14757676
mp-1186414,PaHgTe2,0.013238833
mp-1186416,PaGa3,0.006554775
mp-1186417,PaTe2Pd,0.004363208
mp-1186428,NdPu3,0.027327288
mp-1186455,PaInPd2,0.009758975
mp-1186456,Pm2CoNi,0.016680188
mp-1186519,PrEuAg2,0.001192845
mp-1186522,Pm3Gd,0.005819154
mp-1186564,Pm3Gd,0.005819154
mp-1186569,PmEuHg2,0.003807132
mp-1186571,PmEuO3,0.91691273
mp-1186575,PmEuPd2,0.015275977
mp-1186577,PmEuRh2,0.003027003
mp-1186578,Pm3Np,0.009072763
mp-1186579,PmEuZn2,0.020555906
mp-1186583,PmEuPt2,0.004806496
mp-1186590,Pu3Sc,0.052273147
mp-1186596,PmGdCu2,0.000649275
mp-1186601,PmGd3,0.001422965
mp-1186619,PmGdAl2,0.014136495
mp-1186623,PmGdHg2,0.001478114
mp-1186624,PmGdIn2,0.006785007
mp-1186625,PmMn3,0.05611128
mp-1186639,PmPuAu2,0.004494053
mp-1186660,PuCdHg2,0.14411002
mp-1186662,PuGaO3,0.2035402
mp-1186666,PmPu3,0.001748462
mp-1186738,Pr3Np,0.001947105
mp-1186762,PrEuHg2,0.49172118
mp-1186785,PrEuZn2,0.005725734
mp-1186790,Pr3Eu,0.001210636
mp-1186791,Pu2SbAu,0.07645044
mp-1186792,PuHg3,0.58616036
mp-1186793,Pu2SnHg,0.003785515
mp-1186795,PuPbAu2,0.005861076
mp-1186797,PuInO3,0.4318236
mp-1186802,PuAg3,0.3429162
mp-1186803,PuS3,0.018300068
mp-1186804,Pu2HgGe,0.004637547
mp-1186805,PuZnAu2,0.17759594
mp-1186806,PuAgAu2,0.08118537
mp-1186809,PuAl3,0.76912713
mp-1186812,PuTiO3,0.7584227
mp-1186813,Pu3Br,0.024968876
mp-1186815,Pu3I,0.045742933
mp-1186817,Pu3Zr,0.030685231
mp-1186818,Pu3Th,0.11557218
mp-1186820,PuSb3,0.50897545
mp-1186821,Pu3I,0.045742933
mp-1186822,Pu3Th,0.11557218
mp-1186823,PuPt3,0.52841336
mp-1186826,Pu3Ta,0.010891734
mp-1186827,Pu3Zr,0.030685231
mp-1186829,Rb2Np2O5,0.15108185
mp-1186838,Rb3Er,0.000743594
mp-1186839,Rb3Er,0.000743594
mp-1186842,Rb3Cr,0.001035536
mp-1186843,Pu3Ru,0.045855656
mp-1186850,Rb3Lu,0.000742973
mp-1186856,Pu3Np,0.04895255
mp-1186859,Rb3Mn,0.004857439
mp-1186869,Rb3Ta,0.000758986
mp-1186870,Rb3Ta,0.000758986
mp-1186871,Rb3Rh,0.007217696
mp-1186874,Rb3Sm,0.004485854
mp-1186875,Rb3Tb,0.000742992
mp-1186877,Rb3Tm,0.000768152
mp-1186882,Rb3Zr,0.001351028
mp-1186883,Rb3Y,0.001185228
mp-1186889,Rb3Zr,0.001351028
mp-1186890,Rb3Pu,0.008133952
mp-1186904,RbEu3,0.001863863
mp-1186906,Rb3Gd,0.006432402
mp-1186910,RbCe3,0.001031118
mp-1186912,Rb3Th,0.007292591
mp-1186922,RbU3,0.00117339
mp-1186931,PuInHg2,0.015800733
mp-1186946,RbEu3,0.001863863
mp-1186947,RbEu3,0.001863863
mp-1186974,Sc3Tl,0.08800711
mp-1186986,ScFe3,0.8408241
mp-1186988,ScNi3,0.838484
mp-1187014,SmEuRh2,0.04325074
mp-1187040,SmEuHg2,0.33583298
mp-1187041,SmGdZn2,0.035468414
mp-1187052,Th3Pa,0.00225961
mp-1187053,Sm3Eu,0.001150482
mp-1187061,Th3Ta,0.00760425
mp-1187071,SmEuZn2,0.001871712
mp-1187075,SmGdIn2,0.102252476
mp-1187078,SmGdAg2,0.22579469
mp-1187084,SmPu3,0.037607677
mp-1187114,Sr3Cr,0.002813113
mp-1187127,Sr3La,0.000755915
mp-1187130,Sr3Eu,0.002834298
mp-1187134,Sr2CaEu,0.002836355
mp-1187140,Sr3Th,0.002971356
mp-1187156,Sr3Th,0.002971356
mp-1187159,Sr3Pa,0.004179901
mp-1187168,SrEu3,0.003095776
mp-1187171,SrEuPt2,0.08400333
mp-1187173,Sr3Pa,0.004179901
mp-1187174,SrEuTl2,0.105829716
mp-1187175,SrCaEu2,0.002813239
mp-1187181,SrEu3,0.003095776
mp-1187193,SrCeHg2,0.015026692
mp-1187222,Sr3Eu,0.002834298
mp-1187224,SrCe3,0.000772659
mp-1187225,TaFe2Ge,0.59036386
mp-1187232,Sr3U,0.002987971
mp-1187236,SrPa3,0.003610987
mp-1187239,SrGd3,0.00104454
mp-1187259,SrEu,0.00251748
mp-1187262,Sr3U,0.002987971
mp-1187268,SmGd3,0.004159413
mp-1187288,SrEu3,0.003095776
mp-1187289,Sr3Eu,0.002834298
mp-1187304,Tb3Eu,0.00074362
mp-1187330,Tb3Np,0.003483957
mp-1187354,Tb3Ce,0.002724419
mp-1187360,TbCe3,0.003495361
mp-1187363,TbGdRh2,0.35343745
mp-1187368,TbMn3,0.46153337
mp-1187386,TbNp3,0.001173292
mp-1187387,TbPu,0.007985109
mp-1187411,TbEuRh2,0.052019056
mp-1187447,ThPa3,0.002876264
mp-1187468,Tb3Eu,0.00074362
mp-1187469,TiCuO3,0.8181811
mp-1187478,TiCd3,0.20359723
mp-1187524,TbGdIr2,0.044799887
mp-1187624,U3Cl,0.003492628
mp-1187678,ThNp3,0.007685844
mp-1187683,U3Hg,0.000658168
mp-1187692,UCd3,0.13186486
mp-1187729,Tm3Np,0.00460468
mp-1187732,VHg3,0.012501531
mp-1187733,Tb3Np,0.003483957
mp-1187736,UTiO3,0.30510426
mp-1187745,UHgO3,0.013143425
mp-1187747,UF3,0.20919952
mp-1187755,UAl3,0.76126766
mp-1187760,TbPu3,0.029453345
mp-1187772,U3Ti,0.000771673
mp-1187777,Xe,0.015531686
mp-1187796,UB4Mo,0.30885234
mp-1187807,USb3,0.40338087
mp-1187810,U3Ta,0.001201754
mp-1187832,Tl2ZnP4(HO2)8,0.002714074
mp-1187839,TmPu3,0.05624676
mp-1187853,UReB4,0.6426577
mp-1187864,YNp3,0.001161127
mp-1187882,YU3,0.000733995
mp-1187893,YNp3,0.001161127
mp-1187903,Tm3Np,0.00460468
mp-1187959,YPu3,0.04476494
mp-1188068,ZrNp3,0.006065405
mp-1188069,Zr2Ni7,0.5114492
mp-1188081,PuNiO3,0.023580236
mp-1188083,PuInAu2,0.7327727
mp-1188089,K2Ni3Se4,0.63053143
mp-1188090,Eu5Sn3H,0.05758312
mp-1188091,Ce2Ge5Ir3,0.8869231
mp-1188092,PuWC2,0.47000387
mp-1188097,GdFe4(CuO4)3,0.000863637
mp-1188098,CeZn3,0.43590537
mp-1188099,U2SnPt2,0.6852785
mp-1188115,Cs3ZnBr5,0.96665835
mp-1188121,CsP(HO2)2,0.04297124
mp-1188122,Ba2ErInSe5,0.9589161
mp-1188126,Pr2Al2Co15,0.76013196
mp-1188175,Gd2Se3,0.9270134
mp-1188192,Sm2Mn2Fe15,0.70169276
mp-1188200,Nd3Ni,0.29857746
mp-1188210,Ce2Fe12Co5,0.40131745
mp-1188211,U2Si5Ru3,0.7782683
mp-1188214,Ce2Si5Rh3,0.97082114
mp-1188216,Ce2Te3,0.81097305
mp-1188220,SiO2,0.96791303
mp-1188225,SmVO3,0.89175147
mp-1188226,UCoSe3,0.81112087
mp-1188228,KNbF6,0.9902221
mp-1188251,Y(Co2B)6,0.6280713
mp-1188254,Cs2S5O,0.017923957
mp-1188256,UNiSe3,0.6145786
mp-1188260,Ba2CdP3O11,0.9929717
mp-1188263,Eu3(InP2)2,0.057158668
mp-1188266,U2InPt2,0.21382006
mp-1188271,Er6IrI10,0.8393965
mp-1188279,Ca3UO6,0.41919
mp-1188281,Cs5Te3,0.018514823
mp-1188288,La5CrPb3,0.14476396
mp-1188289,Cs3Re2Cl10O,0.8849625
mp-1188296,U3Al2Si3,0.8387546
mp-1188308,Er5SbAu2,0.48752755
mp-1188309,Tb6CoBr10,0.7050683
mp-1188312,EuGePd2,0.808419
mp-1188316,Bi2O3,0.5311278
mp-1188342,Tb5Ga3,0.59110534
mp-1188344,CsLiCl2,0.895389
mp-1188357,La5PPb3,0.023346882
mp-1188358,Sn(ClO)2,0.034146678
mp-1188372,UVSe3,0.8423273
mp-1188385,Fe2O2F5,0.006841972
mp-1188386,FeHgO2F5,0.31524378
mp-1188388,Er6NiI10,0.29876092
mp-1188411,Hg(OF)2,0.056572195
mp-1188413,Zr3Rh,0.31084517
mp-1188417,Ho5In3,0.14505126
mp-1188423,Sm2Al2Fe15,0.9279602
mp-1188425,NpB4,0.11568097
mp-1188428,La3MnS5,0.024024662
mp-1188434,Y5Tl3,0.34799677
mp-1188435,Y2Co3Si5,0.91902655
mp-1188463,Th2FeS5,0.23143865
mp-1188465,Cs3CdBr5,0.9742812
mp-1188474,MnIn2NiO6,0.85246545
mp-1188475,Cs2FeCl5O,0.116391994
mp-1188476,Ho3Pt,0.16904037
mp-1188487,Zr5SnPb3,0.55384785
mp-1188500,Nb3Au2,0.054974798
mp-1188508,K2MoO2F5,0.47555834
mp-1188509,Pr(FeSb3)4,0.5704346
mp-1188517,Eu5Bi3,0.5084934
mp-1188521,La5CoPb3,0.085934535
mp-1188524,Eu(P3Ru)4,0.19658023
mp-1188531,Zr5CuPb3,0.4070231
mp-1188535,Y6NiI10,0.74619466
mp-1188542,Sr(FeSb3)4,0.025386069
mp-1188548,K2ReCl5O,0.7772786
mp-1188549,Ho7PtI12,0.3412916
mp-1188558,FeCu2SiS4,0.7249415
mp-1188562,SnCl4O5,0.023103612
mp-1188564,Np2C3,0.37357885
mp-1188566,VAg2AsO6,0.9910523
mp-1188570,UTcC2,0.13523945
mp-1188583,La5FePb3,0.23928386
mp-1188589,Er(Co2B)6,0.62598944
mp-1188599,Gd3Sb4Au3,0.8761735
mp-1188600,UCuO6,0.09917354
mp-1188604,U3Sb4Pt3,0.41176015
mp-1188606,La5Pb3S,0.34685746
mp-1188611,ErFe4(CuO4)3,0.001387471
mp-1188624,Tb6GaCo2,0.26529366
mp-1188625,LuFe4(CuO4)3,0.00183869
mp-1188638,CrP4(CO)2,0.000489845
mp-1188658,Tm5Ga3,0.14598629
mp-1188676,U2FeSe5,0.6845775
mp-1188683,NdBS3,0.85683566
mp-1188684,Tb6RuBr10,0.6526819
mp-1188687,Ba2P7I,0.17499453
mp-1188688,PuTcB2,0.44489315
mp-1188700,InAsH2O5,0.9252715
mp-1188705,HgCNCl3,0.089607514
mp-1188711,UVS3,0.85275203
mp-1188712,TiGeRu,0.90808815
mp-1188722,Fe2Te4ClO12,0.6838943
mp-1188725,Y2Ga2Fe15,0.9669427
mp-1188731,ThCrSe3,0.696825
mp-1188750,Nd2Ir7,0.15132554
mp-1188788,Zn2Cl5O2,0.015344766
mp-1188800,Sc3P,0.058540367
mp-1188802,CuAgF3,0.69522923
mp-1188812,La2MnNiO6,0.94399303
mp-1188815,U2CoS5,0.8605081
mp-1188816,U3Sn4Au3,0.7567193
mp-1188828,BaBr2O,0.033211853
mp-1188829,KTeP2,0.016561273
mp-1188842,Tb(Co2B)6,0.5346985
mp-1188851,Ho5BiAu2,0.008566783
mp-1188863,Zn5Cl2O9,0.047920972
mp-1188875,Te6IrI3,0.37983048
mp-1188897,BeSO8,0.03622484
mp-1188900,Tb7RuI12,0.73847705
mp-1188901,La5ZnPb3,0.6093605
mp-1188905,U3Co3Sb4,0.744397
mp-1188906,Sm2Ga2Co15,0.83356136
mp-1188909,EuP3,0.07955627
mp-1188910,Sm2Ga2Fe15,0.9434443
mp-1188911,Ce(TmS2)3,0.031122325
mp-1188913,CsS3,0.16639583
mp-1188914,Pb2Cl3O,0.14979436
mp-1188916,VPO7,0.28580037
mp-1188924,Sm2Fe15Si2,0.77226007
mp-1188929,Ti(NbS2)3,0.029588409
mp-1188931,PuB2Os,0.5807367
mp-1188934,Eu5Ge3,0.2591456
mp-1188937,CN3Cl,0.14695159
mp-1188939,Al(ClO2)3,0.016082859
mp-1188948,CeGePd2,0.84979486
mp-1188951,U3Cu3Sb4,0.49327412
mp-1188957,Te6IrBr3,0.08586186
mp-1188960,Tc(I3O)2,0.019980676
mp-1188970,Cs2CdFe(CN)6,0.000772325
mp-1188989,Tb3Co2Ge3,0.52737063
mp-1188998,NpPd3,0.12170957
mp-1189005,Tb6NiBr10,0.73156136
mp-1189009,U2Si5Rh3,0.9315493
mp-1189018,Na5Hf2F13,0.95433885
mp-1189020,UC2O7,0.16660643
mp-1189023,Cr2Se3,0.90691
mp-1189033,Tb3Ru,0.45028698
mp-1189037,Ce2Co3Si5,0.8816715
mp-1189039,Er5In3,0.14942637
mp-1189040,PtC8(NCl3)2,0.8519537
mp-1189044,Ti3Ge,0.46829832
mp-1189051,Ho3GaS6,0.93211573
mp-1189061,Y3MnAu5,0.33364275
mp-1189063,MnV2O7,0.5373294
mp-1189064,Ce(ErS2)3,0.048944958
mp-1189074,Rb2AlOF5,0.16338447
mp-1189078,NaAlCO5,0.15983008
mp-1189081,Ho6Ni2Sn,0.34355387
mp-1189084,Ce3Sn5,0.6948917
mp-1189091,K3B6ClO10,0.94279116
mp-1189092,CsZrOF5,0.33217347
mp-1189098,Eu3(AlAs2)2,0.08767225
mp-1189104,Eu3(GaP2)2,0.34303522
mp-1189105,Mn2FeSbO6,0.9025131
mp-1189107,CsTi2Cl7,0.96036184
mp-1189112,Er6GaNi2,0.3278212
mp-1189120,Ho3Ir,0.5939274
mp-1189121,U3CrSb5,0.61507446
mp-1189131,Ho5Ni2Bi,0.24444215
mp-1189137,Hg5Br11N,0.36623666
mp-1189152,AlCNO5,0.09081457
mp-1189158,Rb3Ru2N(Cl4O)2,0.005778491
mp-1189159,Eu3FeO6,0.8093598
mp-1189165,Ce3Cu3Sb4,0.610204
mp-1189173,La3Bi4Pt3,0.2335534
mp-1189177,P2S3,0.002639383
mp-1189200,TmCuS2,0.84083843
mp-1189214,Y2MnCrO6,0.9911907
mp-1189218,K3YN6,0.096013814
mp-1189224,DyFe4(CuO4)3,0.002544612
mp-1189227,NaAl(PS3)2,0.009572131
mp-1189242,Dy3GaS6,0.89265335
mp-1189258,Y6PtI10,0.711434
mp-1189259,RbSbSe2,0.97002316
mp-1189271,Gd4Ga12Pd,0.7581464
mp-1189272,CsAlTe3,0.32443237
mp-1189284,CaV4(CoO4)3,0.001057915
mp-1189290,Ce(HoS2)3,0.15715417
mp-1189295,Ge(NF3)2,0.11303043
mp-1189296,CeBS3,0.84019834
mp-1189297,Cs3NiCl5,0.9269179
mp-1189316,BaTa4O14,0.14883932
mp-1189324,Fe3Pb(SO7)2,0.5745644
mp-1189329,Y3Co,0.4089838
mp-1189335,YO3,0.02868018
mp-1189345,V5As3C,0.020827215
mp-1189358,U(Ge3Pt)4,0.58630097
mp-1189366,La5Si3,0.1261973
mp-1189372,TeH2NF5,0.20661336
mp-1189374,Ho6GaNi2,0.3437639
mp-1189376,Ba2SmGaSe5,0.95460653
mp-1189385,Nb3B2Ru5,0.008378785
mp-1189387,PuB2Ru,0.63380134
mp-1189397,Pr(FeAs3)4,0.06602563
mp-1189398,KUSiO7,0.24013843
mp-1189405,Ba2Gd2Co4O11,0.9669096
mp-1189408,Sr2HoTaO6,0.9761593
mp-1189427,ZrC8(NCl3)2,0.39447442
mp-1189428,Cs2IrCl5O,0.8667227
mp-1189433,La5Sn3C,0.616081
mp-1189438,TlBi2Cl7,0.8671859
mp-1189441,ThCrS3,0.6268887
mp-1189452,Cr(ClO2)3,0.026492476
mp-1189460,NaAlH8(NF3)2,0.007634251
mp-1189473,FeSb(ClO)8,0.001456939
mp-1189474,Y7Rh3,0.59390956
mp-1189477,Cs2FeOF5,0.6412919
mp-1189478,Er3Ir,0.53212726
mp-1189480,U3Sn4Pt3,0.42057827
mp-1189484,Eu3Ge5,0.15934207
mp-1189487,Dy6GaNi2,0.3414621
mp-1189490,U4Ge6Os7,0.83159846
mp-1189491,ZnPt(CN)4,0.014889036
mp-1189496,Rb3Pd,0.003833487
mp-1189501,La7Pt3,0.46123055
mp-1189505,N2,0.12754764
mp-1189516,Na3ScCl6,0.9820477
mp-1189519,UAlAu2,0.5950359
mp-1189520,NaPS3,0.9515714
mp-1189523,Mn3(AsO7)2,0.8340178
mp-1189524,Tb6IrBr10,0.48209685
mp-1189525,U3Se5,0.660369
mp-1189528,Ca2ScSbO6,0.9762853
mp-1189553,Sb(Cl3O)2,0.5500873
mp-1189569,Zn2PO5,0.13393109
mp-1189572,As2S3,0.90013045
mp-1189582,Y5Ni2Bi,0.21544358
mp-1189598,Y3GaS6,0.9383797
mp-1189600,MoPO7,0.35707706
mp-1189615,CsZrUTe5,0.7359447
mp-1189619,EuAl,0.055330366
mp-1189627,Th2FeSe5,0.6979185
mp-1189639,Th3Ni3Sn4,0.93948776
mp-1189645,Tb7RhBr12,0.7553511
mp-1189647,Ba(FeSb3)4,0.011958485
mp-1189653,KCrH4(C2O5)2,0.7587994
mp-1189669,Rb3YN6,0.10387684
mp-1189670,GdSiPt2,0.6958373
mp-1189677,GeN2F5,0.06726625
mp-1189686,Nd3Ir,0.47524527
mp-1189687,Pr5Sn3,0.1370174
mp-1189694,AuNCl3,0.03596068
mp-1189702,ZnCu2SiS4,0.8496507
mp-1189708,Na3Ag3W2(OF)6,0.000851227
mp-1189716,AlHg2O2F5,0.033971336
mp-1189721,Er6CoBr10,0.54189706
mp-1189727,La(CoB)4,0.20385574
mp-1189729,Ba2SmGaTe5,0.76707125
mp-1189731,PBr3O,0.46557668
mp-1189752,U(WC)4,0.12750503
mp-1189759,Pr7Ir3,0.25560012
mp-1189762,EuCrO3,0.9205868
mp-1189764,Zr5FeSb3,0.3568033
mp-1189771,Tb7MnBr12,0.4030426
mp-1189774,V3Ga2,0.11153397
mp-1189790,NdFe4(CuO4)3,0.001327246
mp-1189794,FeSi(AgS2)2,0.002332072
mp-1189811,Ce(Sb3Ru)4,0.8109957
mp-1189817,CsNaC2,0.020182684
mp-1189825,Tb6RhBr10,0.75668895
mp-1189828,YCu6ClO8,0.5805968
mp-1189831,Gd3FeO6,0.9889021
mp-1189835,Er3Pt,0.85368174
mp-1189843,Np2Tc3Ge4,0.16236785
mp-1189850,H6C2SeO,0.94409204
mp-1189855,Ce(As3Os)4,0.4710186
mp-1189886,H4C2NO2,0.8876584
mp-1189890,AgC4NCl2,0.042233225
mp-1189894,Y2MnCoO6,0.9708966
mp-1189897,Ba2ThS6,0.053424336
mp-1189904,Ni9BiTeS8,0.08097149
mp-1189914,ZnSi(AgS2)2,0.008007325
mp-1189927,EuZrS3,0.88012916
mp-1189937,Pb3Cl4O2F,0.14424051
mp-1189956,BaMnOF5,0.26723775
mp-1189965,TiH8(NF3)2,0.13645743
mp-1189973,TmFe4(CuO4)3,0.00282577
mp-1189989,C2NCl,0.16284126
mp-1189990,U3Sb4Pd3,0.5212204
mp-1189998,Gd2C3,0.17336378
mp-1190002,Pr2Co3Ge5,0.81513596
mp-1190003,RbSeO4,0.8719776
mp-1190010,Pr2Al2Fe15,0.92717516
mp-1190013,TiNi,0.3235092
mp-1190024,Ba3NaSbO6,0.34948727
mp-1190025,Ba2US6,0.25146812
mp-1190033,Tb7MnI12,0.44764897
mp-1190038,Tm5Tl3,0.32888663
mp-1190039,I3N,0.03873446
mp-1190040,Ce(Ge3Pt)4,0.8525904
mp-1190042,U3S5,0.6080796
mp-1190043,TlCr3Se5,0.949506
mp-1190046,Sb2Au(XeF6)2,0.002379194
mp-1190048,UGaPd2,0.79200304
mp-1190055,Gd2AlGe6,0.1942654
mp-1190059,EuHfS3,0.8893907
mp-1190061,Eu5Si3,0.38751173
mp-1190065,Nd2Ga2Co15,0.8336229
mp-1190078,CeGa6Ni,0.9403916
mp-1190081,Ce4SiRh12,0.5262199
mp-1190090,EuAl2Ge,0.67708635
mp-1190091,EuFe4(CuO4)3,0.000746866
mp-1190097,Ce2Ir7,0.17406735
mp-1190111,GaHCl2,0.021970574
mp-1190122,CsUCl4O3,0.017675921
mp-1190125,Ba(BrF4)2,0.25288436
mp-1190132,Li2Ti3O7,0.979973
mp-1190138,Na2In2SiS6,0.93534625
mp-1190141,Na2TeS3,0.057851736
mp-1190145,Na2In2GeS6,0.9541464
mp-1190146,Na2Cd(GeS3)2,0.29515535
mp-1190151,Sr3LiSbO6,0.75588655
mp-1190152,SrHgAs2O7,0.98210675
mp-1190156,Ba2GdGaSe5,0.9568685
mp-1190160,K2Se2O7,0.8720342
mp-1190177,Dy2CoTe2(SO7)2,0.7508732
mp-1190181,Sr3Zn3Te(PO7)2,0.5386641
mp-1190182,Nd2Fe15Co2,0.93117756
mp-1190185,RbPrNb2O7,0.98084956
mp-1190186,ZrO2,0.9582744
mp-1190199,CuSb6(SO8)2,0.003609907
mp-1190200,Sm2Fe17B3,0.9405952
mp-1190203,Lu2CuTe2(SO7)2,0.12931243
mp-1190215,Sc5Si3,0.29758754
mp-1190222,TmH9C5(NO4)2,0.8549055
mp-1190228,RbP2(HO2)3,0.011580726
mp-1190234,Er8In3Co,0.38531125
mp-1190236,La2Ir7,0.23932883
mp-1190242,TbH9C5(NO4)2,0.8494425
mp-1190246,Ir2Pb2O7,0.92138207
mp-1190259,Ba3UFeSe6,0.9179983
mp-1190260,Na2IO6,0.023649331
mp-1190263,Pr2Ga2Co15,0.7764219
mp-1190266,Mn2Bi3O7,0.88762057
mp-1190279,Tb7RhI12,0.9057826
mp-1190285,Ce6Cd4Pd13,0.2593576
mp-1190299,Nd2Ir2O7,0.9767612
mp-1190301,Ba(ClO)2,0.013106237
mp-1190315,U7(Se6O)2,0.016254479
mp-1190319,In2Ge2O7,0.9703119
mp-1190321,Zn3P2Pb3WO14,0.98871875
mp-1190325,Ag2P2PdO7,0.9487265
mp-1190334,LaTl2P2S7,0.7536173
mp-1190335,BaCdAs2O7,0.9807571
mp-1190336,Ho2CoTe2(SO7)2,0.13815749
mp-1190340,Ba3TaFe3(SiO7)2,0.012534091
mp-1190341,Nd2CoTe2(SO7)2,0.7170519
mp-1190352,HgP2PdO7,0.9767953
mp-1190353,Na3Rh,0.025687657
mp-1190356,TiP2NO8,0.124891005
mp-1190359,BaAl2O6,0.18786581
mp-1190360,CaSeO4,0.9738327
mp-1190367,SrCdAs2O7,0.98882514
mp-1190371,Fe2O2F5,0.006841975
mp-1190373,K2V2CoO7,0.9798942
mp-1190384,CaSeO4,0.9738327
mp-1190385,Tb2CoTe2(SO7)2,0.6861076
mp-1190388,Na2Ga2GeS6,0.95310587
mp-1190390,Ba(ClO4)2,0.54603016
mp-1190391,Zr5InPb3,0.47542715
mp-1190394,Nd4FeS6O,0.70213
mp-1190395,FePH12(CBr)4,0.45129463
mp-1190396,Sm2ZnTe2(SO7)2,0.022389323
mp-1190397,Zr5In3Ag,0.13551176
mp-1190399,Na2Zn(GeS3)2,0.04910407
mp-1190401,BaAgSbS3,0.9255637
mp-1190404,Sr3LiNbO6,0.9776676
mp-1190416,Ba3Zn3Te(PO7)2,0.9649629
mp-1190423,Na2Se2O7,0.8761066
mp-1190427,LaSbO4,0.7120876
mp-1190433,CoH5CN(ClO)2,0.2559547
mp-1190434,Li2IrO3,0.97666556
mp-1190438,Eu2CoTe2(SO7)2,0.7914819
mp-1190439,Sm2Co3Ge5,0.80580175
mp-1190442,FeSeO3F,0.58883095
mp-1190450,NaNbSe2O7,0.97505707
mp-1190451,K3Zn2Cl7,0.9762648
mp-1190452,Sm2CoTe2(SO7)2,0.16005915
mp-1190453,Pr3AsS5Cl2,0.79779327
mp-1190454,BaHgAs2O7,0.9519946
mp-1190455,CsGd2Ag3Te5,0.8804087
mp-1190457,Ba3UAgS6,0.8931469
mp-1190458,Gd2ZnTe2(SO7)2,0.15791783
mp-1190462,Gd2Al3Ge4,0.45837983
mp-1190465,Ni2ClO3,0.00541258
mp-1190466,CoBi6(SO8)2,0.006982782
mp-1190470,Gd2CoTe2(SO7)2,0.87010324
mp-1190475,Lu2CoTe2(SO7)2,0.8609633
mp-1190482,MnNCl3,0.003841509
mp-1190486,Sr3LiTaO6,0.9444733
mp-1190487,Na2Zn(SnS3)2,0.9420761
mp-1190488,Al4CdO7,0.91780204
mp-1190489,LaTb2RuO7,0.3562553
mp-1190493,NiH5CN(ClO)2,0.14517723
mp-1190498,Zn3TeP2Pb3O14,0.66716737
mp-1190500,Na2TeSe3,0.1389793
mp-1190505,Y2CoTe2(SO7)2,0.95025504
mp-1190512,Na2UTeO7,0.9463791
mp-1190513,FeH5CN(ClO)2,0.6548668
mp-1190514,Sm2Fe17H3,0.4622688
mp-1190517,BaNp(HO2)3,0.000877067
mp-1190518,Ta3Al4O14,0.9822803
mp-1190526,PuPO4,0.8171831
mp-1190527,Dy2ZnTe2(SO7)2,0.08430214
mp-1190528,Ba2ZnSe3,0.73591626
mp-1190534,NbBr4NO,0.056277458
mp-1190540,NaNd3GeS7,0.9541133
mp-1190542,TbSi3Ni8,0.59035784
mp-1190543,Rb2Se2O7,0.8654434
mp-1190551,Na2FeSO4F3,0.20397733
mp-1190561,KTb(WO4)2,0.060780223
mp-1190562,HoH9C5(NO4)2,0.85355204
mp-1190564,BiPO4,0.9781929
mp-1190565,GdH9C5(NO4)2,0.8533152
mp-1190566,TlSO3F,0.22816679
mp-1190568,BaSO4,0.985718
mp-1190569,Ba3UFeS6,0.8523427
mp-1190571,YH9C5(NO4)2,0.8524967
mp-1190579,Cs2Cu2Sb2S5,0.9548526
mp-1190587,EuH9C5(NO4)2,0.8883096
mp-1190588,Ba2Cd(BO2)6,0.000788234
mp-1190589,Tm2Mn12P7,0.18165302
mp-1190590,NClO4,0.039054878
mp-1190591,Cd(AsO4)4,0.84536266
mp-1190593,Mn2ClO3,0.47868264
mp-1190594,CsMn(OF2)2,0.83066124
mp-1190597,Ba3UMnS6,0.61405355
mp-1190598,K2H2C2O5,0.8205191
mp-1190600,La3SbO7,0.37413105
