,score
mp-646821,0.948791119
mp-646878,0.989098035
mp-646920,0.895854803
mp-647004,0.854765636
mp-647096,0.97214564
mp-647102,0.920014785
mp-647116,0.951026741
mp-647164,0.976800284
mp-647192,0.983011181
mp-647194,0.950474923
mp-647205,0.995503807
mp-647240,0.733431104
mp-647342,0.981366925
mp-647343,0.913659899
mp-647347,0.98659336
mp-647350,0.97134398
mp-647426,0.948791119
mp-647452,0.974397733
mp-647489,0.986729253
mp-647520,0.652140679
mp-647549,0.781886381
mp-647556,0.969423491
mp-647575,0.782617062
mp-647604,0.983169587
mp-647606,0.994339054
mp-647680,0.969677066
mp-647708,0.980009809
mp-647727,0.983719861
mp-647768,0.996480673
mp-647812,0.990792021
mp-647813,0.882021215
mp-647818,0.9849469
mp-647822,0.996194691
mp-647900,0.979197718
mp-647924,0.43037194
mp-647969,0.99564806
mp-647987,0.966810461
mp-647999,0.955957165
mp-648053,0.993861575
mp-648072,0.966367686
mp-648086,0.986530397
mp-648117,0.854607235
mp-648163,0.986105219
mp-648167,0.995441745
mp-648179,0.972031203
mp-648193,0.992052703
mp-648211,0.989622779
mp-648289,0.855772571
mp-648363,0.940180739
mp-648394,0.968012664
mp-648414,0.89785564
mp-648469,0.887129421
mp-648519,0.954114545
mp-648573,0.976185094
mp-648745,0.986117311
mp-648805,0.927263664
mp-648833,0.954243465
mp-648988,0.97993029
mp-648992,0.987736779
mp-649039,0.804521668
mp-649080,0.931488002
mp-649084,0.916907368
mp-649086,0.985169314
mp-649091,0.855334532
mp-649130,0.959453533
mp-649177,0.994011666
mp-649195,0.992375879
mp-649213,0.892220186
mp-649253,0.969681136
mp-649334,0.990355534
mp-649415,0.505591895
mp-649470,0.982692875
mp-649472,0.98644497
mp-649595,0.985918693
mp-649601,0.95626827
mp-649608,0.99532256
mp-649616,0.801174009
mp-649619,0.994646996
mp-649632,0.982132688
mp-649676,0.994909188
mp-649683,0.992842327
mp-649729,0.927084929
mp-649754,0.842165799
mp-649756,0.987170264
mp-649774,0.967410733
mp-649805,0.961929325
mp-649878,0.775494538
mp-649933,0.948318229
mp-649945,0.930880999
mp-649950,0.991656948
mp-650015,0.861087308
mp-650023,0.982425794
mp-650024,0.589234688
mp-650029,0.771065195
mp-650031,0.786754383
mp-650124,0.992656894
mp-650178,0.973565051
mp-650228,0.991956818
mp-650328,0.993494025
mp-650336,0.837267251
mp-650442,0.968738249
mp-650503,0.821062295
mp-650510,0.986623941
mp-650526,0.872821647
mp-650532,1.165668045
mp-650538,0.988800982
mp-650816,0.99057728
mp-650841,0.588524398
mp-650928,0.809267661
mp-650929,0.967801666
mp-650943,0.994876018
mp-650960,0.99600321
mp-651005,0.96794008
mp-651026,0.939898876
mp-651048,0.939874279
mp-651051,0.99614871
mp-651073,0.996816741
mp-651106,0.917473949
mp-651155,0.869317822
mp-651173,0.856142262
mp-651175,0.994269696
mp-651217,0.991670535
mp-652548,0.91391661
mp-652608,0.772128247
mp-652663,0.331553399
mp-652711,0.977359424
mp-652744,0.790877444
mp-652776,0.896085777
mp-653005,0.963009499
mp-653062,0.992812101
mp-653096,0.839519429
mp-653120,0.99117551
mp-653243,0.933681465
mp-653267,0.993854023
mp-653554,0.8599381
mp-653559,0.899134632
mp-653569,0.977451823
mp-653586,0.980484651
mp-653596,0.087910204
mp-653602,0.845057135
mp-653697,0.973030176
mp-653788,0.890485075
mp-653811,0.789513671
mp-653817,0.786154029
mp-653855,0.992753156
mp-653861,0.480527298
mp-653891,0.912916744
mp-653922,0.978263576
mp-653930,0.381257179
mp-753706,0.862331851
mp-753708,0.98454525
mp-753710,0.714555403
mp-753711,0.966575584
mp-753714,0.985576388
mp-753715,0.98275501
mp-753720,0.978567178
mp-753723,0.99241619
mp-753728,0.966801743
mp-753731,0.983658033
mp-753735,0.924716351
mp-753741,0.94895038
mp-753742,0.874705713
mp-753743,0.980902449
mp-753744,0.987633385
mp-753745,0.993240185
mp-753749,0.960871115
mp-753753,0.993363595
mp-753758,0.90434572
mp-753761,0.990219435
mp-653954,0.789175566
mp-654051,0.951032745
mp-662499,0.812919683
mp-662513,0.992450504
mp-662523,0.990920272
mp-662529,0.842943695
mp-662530,0.948560435
mp-662534,0.902194615
mp-662535,0.638441283
mp-662547,0.994655933
mp-662551,0.954105734
mp-662553,0.979606036
mp-662556,0.967983537
mp-662558,0.99134284
mp-667200,0.98997548
mp-667283,0.992665786
mp-667291,0.93576452
mp-667295,0.976361095
mp-667305,0.982939205
mp-667309,0.871044925
mp-667310,0.971377114
mp-667314,0.991380743
mp-667315,0.992282444
mp-667320,0.373639536
mp-667342,0.921930526
mp-667343,0.996558356
mp-667345,0.799216147
mp-667360,0.640282096
mp-667374,0.889305213
mp-667379,0.796003765
mp-667380,0.983198828
mp-667386,0.98317642
mp-667471,0.844759172
mp-667495,0.992338675
mp-667498,0.993035964
mp-667508,0.994180995
mp-669304,0.952592389
mp-669309,0.971228072
mp-669311,0.88388744
mp-669317,0.973769754
mp-669320,0.993915081
mp-669325,0.676067213
mp-669326,0.991883842
mp-669328,0.979081082
mp-669332,0.89182459
mp-669339,0.776210629
mp-669340,0.754645035
mp-669345,0.995580074
mp-669348,0.911866037
mp-669353,0.872589302
mp-669354,0.947680477
mp-669355,0.838511519
mp-669359,0.993653563
mp-669364,0.938986258
mp-669370,0.277703381
mp-669375,0.838331054
mp-669376,0.927810492
mp-669377,0.964559249
mp-669381,0.939746395
mp-669382,0.730406633
mp-669393,0.952313358
mp-669425,0.992299423
mp-669427,0.947756373
mp-669431,0.948791119
mp-669455,0.975210104
mp-669465,0.942619791
mp-669471,0.951817872
mp-669496,0.99529144
mp-669498,0.948560435
mp-669508,0.74743236
mp-669517,0.917356896
mp-669521,0.992393381
mp-669528,0.972556777
mp-669542,0.656696574
mp-669554,0.930242676
mp-669555,0.977403614
mp-669556,0.996033756
mp-669573,0.948791119
mp-669648,0.95001581
mp-669684,0.996557252
mp-669688,0.876648553
mp-669699,0.989336216
mp-669703,0.948299023
mp-671913,0.996274947
mp-672012,0.467756654
mp-672184,0.836627593
mp-672186,0.992043041
mp-672191,0.947680477
mp-672205,0.804759306
mp-672209,0.930968016
mp-672212,0.983605616
mp-672213,0.947865001
mp-672215,0.948791119
mp-672221,0.863540174
mp-672223,0.827865243
mp-672234,0.968506795
mp-672238,0.948271935
mp-672244,0.947680477
mp-672248,0.992264172
mp-672251,0.671724746
mp-672256,0.984556916
mp-672259,0.948299023
mp-672261,0.990529371
mp-672262,0.942432142
mp-672264,0.995988993
mp-672267,0.995648765
mp-672273,0.961004726
mp-672286,0.988032878
mp-672289,0.983408278
mp-672290,0.948280986
mp-672292,0.994524213
mp-672294,0.948791119
mp-672295,0.96916489
mp-672298,0.948791119
mp-672306,0.990964221
mp-672313,0.900764725
mp-672315,0.964200234
mp-672334,0.553294865
mp-672335,0.974440814
mp-672339,0.898378501
mp-672342,0.994195423
mp-672345,0.995345591
mp-672346,0.979444117
mp-642318,0.971401864
mp-642706,0.889125539
mp-642996,0.948560435
mp-643245,0.873490915
mp-643409,0.94305759
mp-643710,0.510051314
mp-643941,0.961016326
mp-644292,0.477144848
mp-644729,0.970540799
mp-645291,0.975469219
mp-647218,0.990921531
mp-647725,0.98789521
mp-648140,0.957798485
mp-648932,0.990605635
mp-649492,0.939698804
mp-672352,0.950258683
mp-672360,0.93104654
mp-672368,0.96105422
mp-672371,0.839179297
mp-672373,0.959474571
mp-672374,0.947680477
mp-672385,0.948791119
mp-672389,0.98649392
mp-672644,0.92305014
mp-672651,0.911282619
mp-672652,0.986147617
mp-672653,0.954368577
mp-672654,0.946539905
mp-672657,0.978040679
mp-672670,0.867852754
mp-672673,0.970818469
mp-672675,0.991961332
mp-672677,0.974895771
mp-672680,0.947003888
mp-672681,0.967549726
mp-672689,0.981464852
mp-672690,0.971843517
mp-672695,0.871141727
mp-672702,0.948791119
mp-672953,0.948791119
mp-672958,0.968442291
mp-672959,0.948791119
mp-672966,0.9759594
mp-672972,0.525983771
mp-672976,0.797428497
mp-672984,0.993939886
mp-673023,0.972282155
mp-673024,0.792670446
mp-673047,0.974496101
mp-673070,0.961494203
mp-673078,0.985029158
mp-673101,0.917532004
mp-673105,0.938854128
mp-673116,0.993141378
mp-673119,0.990575093
mp-673126,0.9929215
mp-673128,0.982393133
mp-753762,1.029472275
mp-753763,0.863848501
mp-753766,0.948791119
mp-753768,0.961915204
mp-753770,0.992272902
mp-753772,0.957050157
mp-753781,0.95319628
mp-753783,0.993086466
mp-753785,0.987974183
mp-753787,0.953706515
mp-753788,0.990789898
mp-753789,0.975308377
mp-753790,0.947976672
mp-753791,0.947193958
mp-753794,0.989765283
mp-753797,0.854971426
mp-753798,0.941617467
mp-753800,0.828740596
mp-753802,0.922055848
mp-673134,0.980633464
mp-673144,0.925991469
mp-673151,0.940018037
mp-673156,0.933542223
mp-673168,0.9205399
mp-673347,0.763319939
mp-673637,0.978978985
mp-673644,0.970413947
mp-673645,0.916646458
mp-673650,0.899019953
mp-673656,0.977472367
mp-673657,0.836153222
mp-673671,0.97519975
mp-673673,0.979862232
mp-673696,1.019973098
mp-673698,0.754828273
mp-673700,0.978662963
mp-673702,0.995481364
mp-673703,0.93956369
mp-673704,0.866038926
mp-673706,0.938019532
mp-673761,0.981883022
mp-673800,0.727989032
mp-673801,0.989981872
mp-673807,0.97107427
mp-673814,0.777955218
mp-673834,0.977990137
mp-673837,0.970880198
mp-673839,0.936315585
mp-674420,0.991418756
mp-674421,0.98105917
mp-674436,0.984589612
mp-674459,0.994609083
mp-674465,0.991070546
mp-674477,0.681332457
mp-674482,0.896372246
mp-674492,0.995011904
mp-674514,0.948058627
mp-674521,0.963582781
mp-674522,0.990695831
mp-674645,0.993222693
mp-674646,0.855543078
mp-674708,0.978181947
mp-674897,0.995063593
mp-674940,0.934259183
mp-674942,0.558174519
mp-674972,0.994470592
mp-674976,0.665940263
mp-674993,0.944412494
mp-674999,0.985413644
mp-675004,0.90229672
mp-675010,0.17171438
mp-675011,0.968422608
mp-675023,0.854485075
mp-675033,0.970844943
mp-675042,0.947976679
mp-675048,0.994457424
mp-675063,0.952696664
mp-675065,0.9906233
mp-675069,0.405980425
mp-675076,0.937291891
mp-675084,0.994500101
mp-675087,0.982471922
mp-675093,0.972001514
mp-675101,0.994540797
mp-675102,0.785805968
mp-675103,0.97117081
mp-675104,0.777252747
mp-675109,0.952295446
mp-675111,0.992329976
mp-675119,0.947967552
mp-675122,0.958179815
mp-675124,0.822684072
mp-675128,0.989457545
mp-675132,0.986569316
mp-675134,0.988814093
mp-675137,0.948728993
mp-675153,0.986645709
mp-675169,0.842452322
mp-675179,0.980438735
mp-675195,0.905746894
mp-675198,0.940473976
mp-675214,1.017151035
mp-675218,0.931728346
mp-675219,0.979990702
mp-675223,0.951946728
mp-675227,0.801036466
mp-675231,0.770893184
mp-675245,0.978884415
mp-675271,0.945699537
mp-675275,0.984753359
mp-675283,0.969115377
mp-675296,0.96771576
mp-675298,0.99169339
mp-675301,0.971737808
mp-675309,0.982265345
mp-675326,0.946561063
mp-675328,0.974440814
mp-675329,0.984760229
mp-675332,0.932333326
mp-675342,0.894706099
mp-675345,0.956009816
mp-675353,0.967869028
mp-675354,0.97581249
mp-675363,0.613982305
mp-675372,0.934891081
mp-675380,0.989488837
mp-675383,0.985329804
mp-675410,0.564576236
mp-675416,0.913775374
mp-675418,0.957140314
mp-675420,0.995204347
mp-675424,0.840196621
mp-675426,0.983908974
mp-675430,0.993799715
mp-675435,0.789503931
mp-675436,0.97209281
mp-675446,0.972808649
mp-675450,0.438471009
mp-675462,0.982950424
mp-675469,0.91204205
mp-675470,0.700704747
mp-675472,0.824175941
mp-675479,0.971601086
mp-675488,0.954492835
mp-675492,0.822333885
mp-675496,0.545558284
mp-675499,0.907577936
mp-675504,0.839740172
mp-675506,0.981320227
mp-675509,0.87657287
mp-675514,0.984018638
mp-675526,0.975104864
mp-675532,0.989654153
mp-675539,0.920360566
mp-675555,0.816655951
mp-675562,0.989210497
mp-675563,0.888036041
mp-675569,0.969582376
mp-675570,0.813524016
mp-675585,0.99169051
mp-675592,0.947752626
mp-675593,0.960696584
mp-675600,0.99061947
mp-675608,0.989488818
mp-675614,0.925750939
mp-675634,0.948652368
mp-675638,0.927371892
mp-675643,0.969753103
mp-675671,0.993086354
mp-675672,0.943640434
mp-675678,0.995381806
mp-675679,0.974397733
mp-675681,0.992027799
mp-675711,0.951569382
mp-675716,1.111937979
mp-675724,0.995489944
mp-675739,0.939655858
mp-675741,0.989712637
mp-675742,0.829073967
mp-675743,0.93684751
mp-675745,0.946239253
mp-675747,0.949506052
mp-675751,0.87617232
mp-675757,0.987396045
mp-675758,0.96247024
mp-675760,0.966775016
mp-675766,0.940771864
mp-675768,0.994676183
mp-675769,0.948791119
mp-675779,0.964431343
mp-675780,0.907672469
mp-675781,0.96435069
mp-675802,0.990486685
mp-675821,0.982153998
mp-675831,0.963369126
mp-675846,0.978091654
mp-675881,0.697070289
mp-675882,0.99094228
mp-675895,0.869361661
mp-675918,0.985405236
mp-753803,0.977301388
mp-753804,0.985232146
mp-753805,0.987836649
mp-753806,0.739439677
mp-753810,0.933639908
mp-753812,0.969270924
mp-753813,0.935516081
mp-753815,0.858753007
mp-753816,0.935682578
mp-753817,0.925119192
mp-753818,0.993342009
mp-753821,0.79706708
mp-753829,0.966779514
mp-753831,0.98737732
mp-753836,0.940959082
mp-753838,0.802025036
mp-753839,0.970808799
mp-753842,0.966104173
mp-675921,0.976298304
mp-675925,0.968822461
mp-675943,0.983973125
mp-675944,0.982570344
mp-675953,0.959827608
mp-675957,0.723239593
mp-675978,0.994768158
mp-675993,0.970272208
mp-676002,0.968691683
mp-676014,0.815624642
mp-676023,0.978548771
mp-676036,0.974440814
mp-676049,0.977848896
mp-676050,0.769129157
mp-676058,0.880763221
mp-676072,0.967268415
mp-676074,0.415798143
mp-676083,0.919224222
mp-676089,0.953345396
mp-676095,0.816566787
mp-676106,0.888706218
mp-676109,0.988168338
mp-676130,0.981049894
mp-676143,0.990174334
mp-676145,0.96529364
mp-676167,0.993377065
mp-676168,0.979367314
mp-676169,0.947401777
mp-676180,0.798634526
mp-676191,0.986449185
mp-676206,0.975271572
mp-676213,0.98439896
mp-676227,0.969426607
mp-676229,0.828184438
mp-676230,0.981646013
mp-676241,0.988071596
mp-676249,0.982663022
mp-676252,0.370893466
mp-676264,0.79852306
mp-676275,0.990872692
mp-676291,0.808799414
mp-676296,0.948791119
mp-676305,0.88783271
mp-676313,0.69513101
mp-676314,0.969454651
mp-676319,0.983019542
mp-676320,1.056315806
mp-676329,0.897871124
mp-676330,0.9837539
mp-676338,0.996531837
mp-676339,0.893398397
mp-676341,0.702329815
mp-676361,0.984328443
mp-676368,0.99229728
mp-676371,0.841021283
mp-676378,0.857845537
mp-676391,0.859020636
mp-676431,0.984246073
mp-676448,0.274905424
mp-676449,0.988999335
mp-676459,0.920441424
mp-676461,0.859127663
mp-676473,0.991110791
mp-676483,0.788824733
mp-676497,0.986048752
mp-676501,0.519451406
mp-676517,0.853338444
mp-676527,0.946916677
mp-676534,0.990619248
mp-676563,0.982425793
mp-676564,0.893847965
mp-676580,0.889204802
mp-676591,0.988855409
mp-676598,0.974775829
mp-676605,0.955823027
mp-676609,0.977905818
mp-676611,0.956676898
mp-676628,0.896677339
mp-676636,0.775744115
mp-676653,1.028289712
mp-676664,0.99102626
mp-676665,0.975846159
mp-676668,0.905228099
mp-676673,0.93178807
mp-676684,0.979717232
mp-676687,0.980927529
mp-676693,0.946285976
mp-676694,0.984402764
mp-676711,0.946746338
mp-676712,0.731906007
mp-676713,0.952636145
mp-650741,0.973422366
mp-651231,0.930608776
mp-653561,0.975504071
mp-654129,0.605631962
mp-662563,0.921776733
mp-667397,0.865885976
mp-669331,0.975228709
mp-669421,0.937583456
mp-669594,0.973299574
mp-672188,0.86662465
mp-672266,0.745599745
mp-672351,0.877062007
mp-672679,0.986543015
mp-673098,0.908526708
mp-676724,0.994993069
mp-676737,0.980927385
mp-676751,0.987597624
mp-676765,0.995967912
mp-676778,0.924816746
mp-676780,0.985990567
mp-676801,0.826485146
mp-676802,0.957120071
mp-676813,0.980744363
mp-676814,0.987437742
mp-676816,0.887021666
mp-676854,0.587048195
mp-676855,0.966204841
mp-676864,0.961664029
mp-676865,0.687352248
mp-676874,0.93548141
mp-676881,0.990583015
mp-676889,0.990141079
mp-676909,0.984565848
mp-676910,0.922206483
mp-676923,0.976661101
mp-676933,0.61373444
mp-676934,0.933823178
mp-676935,0.970069239
mp-676951,0.99522339
mp-676956,0.977798006
mp-676975,0.855465803
mp-676979,0.799869375
mp-676988,0.88459451
mp-677002,0.861208834
mp-677011,0.950560893
mp-677013,0.97941229
mp-677014,0.784214984
mp-677015,0.989793781
mp-677017,0.583400912
mp-677029,0.74434595
mp-677056,0.971196739
mp-677065,0.955278774
mp-677067,0.802821874
mp-677075,0.966717454
mp-677080,0.965718751
mp-677081,0.897450786
mp-677094,0.992744351
mp-677095,0.875422814
mp-677097,0.843063395
mp-677108,0.985883813
mp-677121,0.991443061
mp-677131,0.790653897
mp-677132,0.989582001
mp-677135,0.603641549
mp-677136,0.844715286
mp-677138,0.963738052
mp-677140,0.952584317
mp-677149,0.910792011
mp-677164,0.876014959
mp-677177,0.995879305
mp-677179,0.960701695
mp-677192,0.97705079
mp-677193,0.864733244
mp-677195,0.991230852
mp-677203,0.765654254
mp-677212,0.985479199
mp-677223,0.968666126
mp-677231,0.808335588
mp-677233,0.972578709
mp-677237,0.842707434
mp-677246,0.993137223
mp-677248,0.974135683
mp-677250,0.791802766
mp-677262,0.991447162
mp-677269,0.964164907
mp-677283,0.808491313
mp-677291,0.971824612
mp-677295,0.992700096
mp-677305,0.975376706
mp-677335,0.971002657
mp-677337,0.993703479
mp-753843,0.961028056
mp-753845,0.776020607
mp-753846,0.867424409
mp-753851,0.984017549
mp-753852,0.94914428
mp-753853,0.649946399
mp-753854,0.690808698
mp-753855,0.376310427
mp-753858,0.971881201
mp-753860,0.939600096
mp-753861,0.903018454
mp-753865,0.8649294
mp-753866,0.990007993
mp-677348,0.947226517
mp-677371,0.983128882
mp-677372,0.882601038
mp-677378,0.995002118
mp-677385,0.986811695
mp-677391,0.99065822
mp-677413,0.970249883
mp-677416,0.987609505
mp-677422,0.984327814
mp-677437,0.994614103
mp-677454,0.879622783
mp-677468,0.949640386
mp-677482,0.987032112
mp-677490,0.980277523
mp-677497,0.985227349
mp-677509,0.723875523
mp-677510,0.969355897
mp-677516,0.956683554
mp-677520,0.99359034
mp-677526,0.946865026
mp-677548,0.842465023
mp-677549,0.905011829
mp-677551,0.46280609
mp-677573,0.980656725
mp-677611,0.996707777
mp-677612,0.605696758
mp-677617,0.986430969
mp-677627,0.363334726
mp-677628,0.948050936
mp-677636,0.788139209
mp-677647,0.974344438
mp-677670,0.801058649
mp-677680,0.933198218
mp-677703,0.996379653
mp-677704,0.991760307
mp-677709,0.979784385
mp-677732,0.930738622
mp-677733,0.99330725
mp-677734,0.758627508
mp-677803,0.985289878
mp-678358,0.745748462
mp-679406,0.98445972
mp-679669,0.922697078
mp-679927,0.852903156
mp-679928,0.967724293
mp-679936,0.786329201
mp-679944,0.928888302
mp-679958,0.993478405
mp-679967,0.786383478
mp-679969,0.978216887
mp-679971,0.9749135
mp-679975,0.853442907
mp-679979,0.967258044
mp-679984,0.960279196
mp-679985,0.983734372
mp-679987,0.957740392
mp-679989,1.00182877
mp-679991,0.995765244
mp-679999,0.986356684
mp-680008,0.721262959
mp-680048,0.990244078
mp-680057,0.851280034
mp-680058,0.993089753
mp-680059,0.984701297
mp-680061,0.950177321
mp-680063,0.867191186
mp-680092,0.993089417
mp-680111,0.469133802
mp-680122,0.992994665
mp-680154,0.995089585
mp-680167,0.887494113
mp-680169,0.996262744
mp-680171,0.969294283
mp-680180,0.985148439
mp-680183,0.951332556
mp-680189,0.953647378
mp-680197,0.984324969
mp-680198,0.992122369
mp-680210,0.81764684
mp-680219,0.940186061
mp-680222,0.812206498
mp-680240,0.991686093
mp-680246,0.996262216
mp-680247,0.989440263
mp-680248,0.980466039
mp-680277,0.994388641
mp-680286,0.98679286
mp-680301,0.983303637
mp-680326,0.967530359
mp-680333,0.812893635
mp-680334,0.978155481
mp-680374,0.959937512
mp-680387,0.895016983
mp-680388,0.795494788
mp-680395,0.968808904
mp-680415,0.990969134
mp-680424,0.90249342
mp-680436,0.97387096
mp-680443,0.981747603
mp-680460,0.984106125
mp-680462,0.973795962
mp-680463,0.853049445
mp-680472,0.436219081
mp-680477,0.98558939
mp-680482,0.640312354
mp-680486,0.988137615
mp-680493,0.945907831
mp-680502,0.704920328
mp-680506,0.983477314
mp-680525,0.934321853
mp-680536,0.38178706
mp-680539,0.993695323
mp-680551,0.99042876
mp-680561,0.674699867
mp-681150,0.880876002
mp-681439,0.993745721
mp-681911,0.614800828
mp-681992,0.993141188
mp-682064,0.976917849
mp-682067,0.983870474
mp-682284,0.969968806
mp-682548,0.990466767
mp-682592,0.994814015
mp-683501,0.984100888
mp-683598,0.768455282
mp-683600,0.477801957
mp-683652,0.991553912
mp-683660,0.987180938
mp-683666,0.921472211
mp-683668,0.991739662
mp-683791,0.991941407
mp-683875,0.346458695
mp-683887,0.979301241
mp-683891,0.923245072
mp-683899,0.973718631
mp-683902,0.30303904
mp-683905,0.899284677
mp-683911,0.991024917
mp-683919,0.970685847
mp-683936,0.915227813
mp-683943,0.991495379
mp-683947,0.978646778
mp-683949,0.976564904
mp-683952,0.973984355
mp-683956,0.975427142
mp-683965,0.447533177
mp-683966,0.804943066
mp-683972,0.942103126
mp-683982,0.946718282
mp-683984,0.974819178
mp-683987,0.969364861
mp-683997,0.896454912
mp-684000,0.990499822
mp-684006,0.872607927
mp-684011,0.969949961
mp-684015,0.988710006
mp-684017,0.980250684
mp-684018,0.835346945
mp-684024,0.967321341
mp-684027,0.945959565
mp-684042,0.98456762
mp-684081,0.991671843
mp-684083,0.975803797
mp-684090,0.779854273
mp-684093,0.97197223
mp-684104,0.904429999
mp-684108,0.977837789
mp-684119,0.993668572
mp-684265,0.984376183
mp-684427,0.508494282
mp-684470,0.993929581
mp-684477,0.993875235
mp-684489,0.994284504
mp-684493,0.977187068
mp-684497,0.989932069
mp-684503,0.932484739
mp-684504,0.952274751
mp-684506,0.900366127
mp-684509,0.892510529
mp-684539,0.919683559
mp-684619,0.958126521
mp-684626,0.9919145
mp-684639,0.989030329
mp-684641,0.959018908
mp-684642,0.971255383
mp-684674,0.970563264
mp-684675,0.975904438
mp-753869,0.976023943
mp-753870,0.994955406
mp-753871,0.947514768
mp-753872,0.983869457
mp-753873,0.799427818
mp-753874,0.952823385
mp-753876,0.99419762
mp-753877,0.936569635
mp-753879,0.964867844
mp-753882,0.987970527
mp-753883,0.994006615
mp-753885,0.587223655
mp-753886,0.625854631
mp-753892,0.930775228
mp-753903,0.99464282
mp-753907,0.991076221
mp-684677,0.884666509
mp-684678,0.981713821
mp-684679,0.750828901
mp-684696,0.985183713
mp-684698,0.760198027
mp-684708,0.994297534
mp-684724,0.926425857
mp-684725,0.978944029
mp-684727,0.992461503
mp-684728,0.670518457
mp-684731,0.954172573
mp-684732,0.964362971
mp-684733,0.891883914
mp-684736,0.71062325
mp-684744,0.880120783
mp-684746,0.994405053
mp-684747,0.98576455
mp-684766,0.968139684
mp-684767,0.928460394
mp-684783,0.98206208
mp-684784,0.956654655
mp-684803,0.942895427
mp-684815,0.986969761
mp-684817,0.994462391
mp-684820,0.981423132
mp-684821,0.995417252
mp-684826,0.635211186
mp-684841,0.975778602
mp-684872,0.894601843
mp-684890,0.538890141
mp-684904,0.988871095
mp-684911,0.962191636
mp-684919,0.939201393
mp-684921,0.97041581
mp-684934,0.945185971
mp-684935,0.978045694
mp-684942,0.937149318
mp-684944,0.973875372
mp-684951,0.994924666
mp-684956,0.947601757
mp-684959,0.79810529
mp-684965,0.771837821
mp-684966,0.786010901
mp-684976,0.947474673
mp-684983,0.875107923
mp-684990,0.992661577
mp-673844,0.902018657
mp-674944,0.982404416
mp-675095,0.669804605
mp-675208,0.913825112
mp-675336,0.989712637
mp-675449,0.892450416
mp-675541,0.992048766
mp-675680,0.975185763
mp-675778,0.979824596
mp-675976,0.993719081
mp-676128,0.973093472
mp-676282,0.944075736
mp-676424,0.824358656
mp-676599,0.853811578
mp-676723,0.99169084
mp-676893,0.965371141
mp-13268,0.685331517
mp-15487,0.988998115
mp-17325,0.924545981
mp-18340,0.903547892
mp-19287,0.973483236
mp-20513,0.989415809
mp-21601,0.990658319
mp-22803,0.981386951
mp-23861,0.770666149
mp-25446,0.989050667
mp-27420,0.789844323
mp-28330,0.732368675
mp-29114,0.945964611
mp-30027,0.947976672
mp-31407,0.965069736
mp-504924,0.983435141
mp-684996,0.976454581
mp-685003,0.961292999
mp-685007,0.987515847
mp-685014,0.99611421
mp-685023,0.970128126
mp-685043,0.985182255
mp-685066,0.993435856
mp-685070,0.805804859
mp-685099,0.931613036
mp-685108,0.996277886
mp-685128,0.936228658
mp-685130,0.982448475
mp-685138,0.947329531
mp-685157,0.951537128
mp-685183,0.995391234
mp-685195,0.861745037
mp-685216,0.967842695
mp-685257,0.934189644
mp-685281,0.995442418
mp-685290,0.983194836
mp-685291,0.873022553
mp-685295,0.992875663
mp-685300,0.995123928
mp-685318,0.94335478
mp-685353,0.952346301
mp-685369,0.854356244
mp-685370,0.884072173
mp-685374,0.929459815
mp-685403,0.741945621
mp-685414,0.591958275
mp-685415,0.41320102
mp-685443,0.954858577
mp-685456,0.749868466
mp-685477,0.996903429
mp-685609,0.881274897
mp-685613,0.947846721
mp-685615,0.986096252
mp-685618,0.941222037
mp-685633,0.995666684
mp-685779,0.871619144
mp-685810,0.984292742
mp-685813,0.987681764
mp-685862,0.995047788
mp-685863,0.848901572
mp-685907,0.741384397
mp-685926,0.983040694
mp-685944,0.921237331
mp-685968,0.967289056
mp-685980,0.909223572
mp-685982,0.994149552
mp-685992,0.947325142
mp-686001,0.984520459
mp-686004,0.87349886
mp-686015,0.98990559
mp-686016,0.723873627
mp-686019,0.800304839
mp-686038,0.996630663
mp-686040,0.811194373
mp-686041,0.579952026
mp-686042,0.939592636
mp-686050,0.930967984
mp-686055,0.988976595
mp-686056,0.683181001
mp-686057,0.891060265
mp-686076,0.988978493
mp-686077,0.974547712
mp-686085,0.962621771
mp-686086,0.971957517
mp-686208,0.946950935
mp-686232,0.98480009
mp-686239,0.550785796
mp-686280,0.449115879
mp-686296,0.949125112
mp-686308,0.955587472
mp-686458,0.980571531
mp-686464,0.978922861
mp-686466,0.970892851
mp-686482,0.974798985
mp-686526,0.992372713
mp-686527,0.703122812
mp-686547,0.695722562
mp-686571,0.844945967
mp-686572,0.956749264
mp-686581,0.992569455
mp-686583,0.993801399
mp-686585,0.907214423
mp-686601,0.917381523
mp-686602,0.809064516
mp-686614,0.993877636
mp-686617,0.987158546
mp-686618,0.903319561
mp-686653,0.980389588
mp-686671,0.969684959
mp-686673,0.990675241
mp-686674,0.862435322
mp-686677,0.894547067
mp-686689,0.940940226
mp-686697,0.943633754
mp-686705,0.996618158
mp-686717,0.987115781
mp-686722,0.968174713
mp-686726,0.953793534
mp-686735,0.976263959
mp-686742,0.895997487
mp-686748,0.36783019
mp-686764,0.947976672
mp-753908,0.936441523
mp-753911,0.930967984
mp-753913,0.986869883
mp-753916,0.925305253
mp-753917,0.84273463
mp-753919,0.974440814
mp-753921,0.970141881
mp-753922,0.874213329
mp-753923,0.994886316
mp-753924,0.815214278
mp-753925,0.985008389
mp-753926,0.996709385
mp-753930,0.618176101
mp-753931,0.926747916
mp-753932,0.979678752
mp-753934,0.965146282
mp-753936,0.978975189
